image_id,caption_pred,cider,caption_true,is_precanned,is_rejected,id,text_detected,p_len,t_len,len_diff
1127,quality issues are too severe to recognize visual content ( blue blur ),4.924897063490381,Quality issues are too severe to recognize visual content.,True,False,5636,False,71,58,-13
1127,quality issues are too severe to recognize visual content ( blue blur ),4.924897063490381,Quality issues are too severe to recognize visual content.,True,False,5637,False,71,58,-13
1127,quality issues are too severe to recognize visual content ( blue blur ),4.924897063490381,Quality issues are too severe to recognize visual content (blue blur).,False,False,5638,False,71,70,-1
1127,quality issues are too severe to recognize visual content ( blue blur ),4.924897063490381,Quality issues are too severe to recognize visual content.,True,False,5639,False,71,58,-13
1147,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,5735,False,57,58,1
1147,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,5736,False,57,58,1
1147,quality issues are too severe to recognize visual content,5.817460317460316,no text on this page just  black square.,False,False,5737,False,57,40,-17
1147,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,5738,False,57,58,1
1147,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,5739,False,57,58,1
1183,quality issues are too severe to recognize visual content,4.384369862985908,Here is a camera flash and appears to be some reflective surface with a white border and has red round dots reflection on it.,False,False,5915,False,57,125,68
1183,quality issues are too severe to recognize visual content,4.384369862985908,Quality issues are too severe to recognize visual content.,True,False,5916,False,57,58,1
1183,quality issues are too severe to recognize visual content,4.384369862985908,Quality issues are too severe to recognize visual content.,True,False,5917,False,57,58,1
1183,quality issues are too severe to recognize visual content,4.384369862985908,It appears to be about a medium sized mirror with a camera flash in the reflection.,False,False,5918,False,57,83,26
1183,quality issues are too severe to recognize visual content,4.384369862985908,Quality issues are too severe to recognize visual content.,True,False,5919,False,57,58,1
1205,"quality issues are too severe to recognize visual content , it ' s just a white",2.1811725976325773,Quality issues are too severe to recognize visual content.,True,False,6025,False,79,58,-21
1205,"quality issues are too severe to recognize visual content , it ' s just a white",2.1811725976325773,Quality issues are too severe to recognize visual content.,True,False,6026,False,79,58,-21
1205,"quality issues are too severe to recognize visual content , it ' s just a white",2.1811725976325773,a gray background with a bright light shining on it,False,False,6027,False,79,51,-28
1205,"quality issues are too severe to recognize visual content , it ' s just a white",2.1811725976325773,Quality issues are too severe to recognize visual content.,True,False,6028,False,79,58,-21
1205,"quality issues are too severe to recognize visual content , it ' s just a white",2.1811725976325773,Quality issues are too severe to recognize visual content.,True,False,6029,False,79,58,-21
1518,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,7590,False,57,58,1
1518,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,7591,False,57,58,1
1518,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,7592,False,57,58,1
1518,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,7593,False,57,58,1
1518,quality issues are too severe to recognize visual content,5.817460317460316,CLOTHING SHOWED QUALITY AND COLOR IS WEAR COMFORTABLE,False,False,7594,False,57,53,-4
1605,"quality issues are too severe to recognize visual content , it ' s just a purple",1.6294131986022347,Quality issues are too severe to recognize visual content.,True,False,8025,False,80,58,-22
1605,"quality issues are too severe to recognize visual content , it ' s just a purple",1.6294131986022347,Quality issues are too severe to recognize visual content.,True,False,8026,False,80,58,-22
1605,"quality issues are too severe to recognize visual content , it ' s just a purple",1.6294131986022347,Color pallet starting on the left side with light purple blending into a medium purple in the center and ending with medium purple on the right side.,False,False,8027,False,80,149,69
1605,"quality issues are too severe to recognize visual content , it ' s just a purple",1.6294131986022347,A purple image partially obscured in shadow and illuminated on the left.,False,False,8028,False,80,72,-8
1605,"quality issues are too severe to recognize visual content , it ' s just a purple",1.6294131986022347,Quality issues are too severe to recognize visual content.,True,False,8029,False,80,58,-22
1663,an image that is very blurry and hard to tell anything,0.3820537313382567,Quality issues are too severe to recognize visual content.,True,False,8315,False,54,58,4
1663,an image that is very blurry and hard to tell anything,0.3820537313382567,Quality issues are too severe to recognize visual content.,True,False,8316,True,54,58,4
1663,an image that is very blurry and hard to tell anything,0.3820537313382567,image described a human hand that show something.,False,False,8317,False,54,49,-5
1663,an image that is very blurry and hard to tell anything,0.3820537313382567,Quality issues are too severe to recognize visual content.,True,False,8318,True,54,58,4
1663,an image that is very blurry and hard to tell anything,0.3820537313382567,An accidental picture taken because everything is blurry and no real object seen here,False,False,8319,True,54,85,31
1747,"quality issues are too severe to recognize visual content , it ' s just a white",2.1774175039323187,Quality issues are too severe to recognize visual content.,True,False,8735,False,79,58,-21
1747,"quality issues are too severe to recognize visual content , it ' s just a white",2.1774175039323187,"Here is a photo of what appears to be the sky, which mainly shows white clouds and only a little blue sky.",False,False,8736,False,79,106,27
1747,"quality issues are too severe to recognize visual content , it ' s just a white",2.1774175039323187,Quality issues are too severe to recognize visual content.,True,False,8737,False,79,58,-21
1747,"quality issues are too severe to recognize visual content , it ' s just a white",2.1774175039323187,Quality issues are too severe to recognize visual content.,True,False,8738,False,79,58,-21
1747,"quality issues are too severe to recognize visual content , it ' s just a white",2.1774175039323187,Quality issues are too severe to recognize visual content.,True,False,8739,False,79,58,-21
1783,quality issues are too severe to recognize visual content,5.817460317460316,A black surface was capture by the eye of the camera .,False,False,8915,False,57,54,-3
1783,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,8916,False,57,58,1
1783,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,8917,False,57,58,1
1783,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,8918,False,57,58,1
1783,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,8919,False,57,58,1
1792,a red screen that has some large blurry numbers on it,1.5729797979797984,Quality issues are too severe to recognize visual content.,True,False,8960,False,53,58,5
1792,a red screen that has some large blurry numbers on it,1.5729797979797984,"A very wonderful view and worth seeing at all times, my friend",False,True,8961,False,53,62,9
1792,a red screen that has some large blurry numbers on it,1.5729797979797984,Quality issues are too severe to recognize visual content.,True,False,8962,True,53,58,5
1792,a red screen that has some large blurry numbers on it,1.5729797979797984,A red screen that has some large blurry numbers on it.,False,False,8963,True,53,54,1
1792,a red screen that has some large blurry numbers on it,1.5729797979797984,Quality issues are too severe to recognize visual content.,True,False,8964,True,53,58,5
1798,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,8990,False,57,58,1
1798,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,8991,False,57,58,1
1798,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,8992,False,57,58,1
1798,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,8993,False,57,58,1
1798,quality issues are too severe to recognize visual content,5.817460317460316,A background with a gradient of different shades of grey.,False,False,8994,False,57,57,0
1815,quality issues are too severe to recognize visual content,7.271825396825397,Quality issues are too severe to recognize visual content.,True,False,9075,False,57,58,1
1815,quality issues are too severe to recognize visual content,7.271825396825397,Quality issues are too severe to recognize visual content.,True,False,9076,False,57,58,1
1815,quality issues are too severe to recognize visual content,7.271825396825397,Quality issues are too severe to recognize visual content.,True,False,9077,False,57,58,1
1815,quality issues are too severe to recognize visual content,7.271825396825397,Quality issues are too severe to recognize visual content.3S82SNMR21K8WSUC2DXKBCTD8G4AFM,False,False,9078,False,57,88,31
1815,quality issues are too severe to recognize visual content,7.271825396825397,Quality issues are too severe to recognize visual content.,True,False,9079,False,57,58,1
2025,"quality issues are too severe to recognize visual content , no picture loaded",2.8540138741043135,Quality issues are too severe to recognize visual content.,True,False,10125,False,77,58,-19
2025,"quality issues are too severe to recognize visual content , no picture loaded",2.8540138741043135,A white picture with just a small dark portion on the bottom right side.,False,False,10126,False,77,72,-5
2025,"quality issues are too severe to recognize visual content , no picture loaded",2.8540138741043135,"A bright, white light with black edges in the right corners.",False,False,10127,False,77,60,-17
2025,"quality issues are too severe to recognize visual content , no picture loaded",2.8540138741043135,Quality issues are too severe to recognize visual content.,True,False,10128,False,77,58,-19
2025,"quality issues are too severe to recognize visual content , no picture loaded",2.8540138741043135,Quality issues are too severe to recognize visual content.,True,True,10129,True,77,58,-19
2035,"a bright light shining through the center , seems to be a window but blurry",1.6043690838874367,Quality issues are too severe to recognize visual content.,True,False,10175,False,75,58,-17
2035,"a bright light shining through the center , seems to be a window but blurry",1.6043690838874367,Quality issues are too severe to recognize visual content.,True,False,10176,False,75,58,-17
2035,"a bright light shining through the center , seems to be a window but blurry",1.6043690838874367,Quality issues are too severe to recognize visual content.,True,False,10177,False,75,58,-17
2035,"a bright light shining through the center , seems to be a window but blurry",1.6043690838874367,Quality issues are too severe to recognize visual content.,True,False,10178,False,75,58,-17
2035,"a bright light shining through the center , seems to be a window but blurry",1.6043690838874367,"a bright light shining through the center, seems to be a window but blurry",False,False,10179,False,75,74,-1
2145,a blurry image of a person ' s finger that is blocking the lens,0.24687372735428093,Quality issues are too severe to recognize visual content.,True,False,10725,False,63,58,-5
2145,a blurry image of a person ' s finger that is blocking the lens,0.24687372735428093,Quality issues are too severe to recognize visual content.,True,False,10726,False,63,58,-5
2145,a blurry image of a person ' s finger that is blocking the lens,0.24687372735428093,Quality issues are too severe to recognize visual content.,True,False,10727,False,63,58,-5
2145,a blurry image of a person ' s finger that is blocking the lens,0.24687372735428093,Someone is probably holding a puppy with a white coat.,False,False,10728,False,63,54,-9
2145,a blurry image of a person ' s finger that is blocking the lens,0.24687372735428093,A wall is shown that has a door stopper hung on it.,False,False,10729,False,63,51,-12
2160,"quality issues are too severe to recognize visual content , it ' s just a white",3.2710643016546648,Quality issues are too severe to recognize visual content.,True,True,10800,False,79,58,-21
2160,"quality issues are too severe to recognize visual content , it ' s just a white",3.2710643016546648,"Quality issues are too severe to recognize visual content, it's just a grey image of nothing.",False,False,10801,False,79,93,14
2160,"quality issues are too severe to recognize visual content , it ' s just a white",3.2710643016546648,Quality issues are too severe to recognize visual content.,True,False,10802,False,79,58,-21
2160,"quality issues are too severe to recognize visual content , it ' s just a white",3.2710643016546648,Quality issues are too severe to recognize visual content.,True,False,10803,False,79,58,-21
2160,"quality issues are too severe to recognize visual content , it ' s just a white",3.2710643016546648,Quality issues are too severe to recognize visual content (big grey blur).,False,False,10804,False,79,74,-5
2200,quality issues are too severe to recognize visual content,5.873015873015872,Quality issues are too severe to recognize visual content.,True,False,11000,False,57,58,1
2200,quality issues are too severe to recognize visual content,5.873015873015872,Quality issues are too severe to recognize visual content.,True,False,11001,False,57,58,1
2200,quality issues are too severe to recognize visual content,5.873015873015872,"No image to be displayed, just a black screen.",False,False,11002,False,57,46,-11
2200,quality issues are too severe to recognize visual content,5.873015873015872,Quality issues are too severe to recognize visual content.,True,False,11003,False,57,58,1
2200,quality issues are too severe to recognize visual content,5.873015873015872,Quality issues are too severe to recognize visual content.,True,False,11004,False,57,58,1
2380,quality issues are too severe to recognize visual content,2.9642857142857135,Quality issues are too severe to recognize visual content.,True,False,11900,False,57,58,1
2380,quality issues are too severe to recognize visual content,2.9642857142857135,A red surface and there some wires down also captured.,False,False,11901,False,57,54,-3
2380,quality issues are too severe to recognize visual content,2.9642857142857135,"Very blurred, wires and cables in white, dark background.",False,False,11902,False,57,57,0
2380,quality issues are too severe to recognize visual content,2.9642857142857135,Quality issues are too severe to recognize visual content.,True,False,11903,False,57,58,1
2380,quality issues are too severe to recognize visual content,2.9642857142857135,An electric board and there are many line show.,False,False,11904,False,57,47,-10
2388,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,11940,False,57,58,1
2388,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,11941,False,57,58,1
2388,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,11942,False,57,58,1
2388,quality issues are too severe to recognize visual content,5.817460317460316,"A completely blue screen, that turned into a completely black screen",False,False,11943,False,57,68,11
2388,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,11944,False,57,58,1
2426,quality issues are too severe to recognize visual content,2.908730158730158,Quality issues are too severe to recognize visual content.,True,False,12130,True,57,58,1
2426,quality issues are too severe to recognize visual content,2.908730158730158,A window panel showing a flash of light and purple screen.,False,False,12131,True,57,58,1
2426,quality issues are too severe to recognize visual content,2.908730158730158,A pink rectangle item has certain text on it,False,False,12132,True,57,44,-13
2426,quality issues are too severe to recognize visual content,2.908730158730158,Quality issues are too severe to recognize visual content.,True,False,12133,False,57,58,1
2426,quality issues are too severe to recognize visual content,2.908730158730158,A reflection of a light flash is seen through glass with something red and glitter on the other side.,False,False,12134,True,57,101,44
2429,quality issues are too severe to recognize visual content,7.266798319431299,Quality issues are too severe to recognize visual content no image,False,False,12145,False,57,66,9
2429,quality issues are too severe to recognize visual content,7.266798319431299,Quality issues are too severe to recognize visual content.,True,False,12146,False,57,58,1
2429,quality issues are too severe to recognize visual content,7.266798319431299,Quality issues are too severe to recognize visual content.,True,False,12147,False,57,58,1
2429,quality issues are too severe to recognize visual content,7.266798319431299,Quality issues are too severe to recognize visual content.,True,False,12148,False,57,58,1
2429,quality issues are too severe to recognize visual content,7.266798319431299,Quality issues are too severe to recognize visual content.,True,False,12149,False,57,58,1
2586,quality issues are too severe to recognize visual content,2.908730158730158,Quality issues are too severe to recognize visual content.,True,False,12930,False,57,58,1
2586,quality issues are too severe to recognize visual content,2.908730158730158,A round red shiny object surrounded by white.,False,False,12931,False,57,45,-12
2586,quality issues are too severe to recognize visual content,2.908730158730158,A big red spot on a blue and white object.,False,False,12932,False,57,42,-15
2586,quality issues are too severe to recognize visual content,2.908730158730158,A red and white balls shows the glare of the flash of a camera.,False,False,12933,False,57,63,6
2586,quality issues are too severe to recognize visual content,2.908730158730158,Quality issues are too severe to recognize visual content.,True,False,12934,False,57,58,1
2794,quality issues are too severe to recognize visual content,5.875573129118987,Quality issues are too severe to recognize visual content.,True,False,13970,False,57,58,1
2794,quality issues are too severe to recognize visual content,5.875573129118987,A completely black image with nothing to see.,False,False,13971,False,57,45,-12
2794,quality issues are too severe to recognize visual content,5.875573129118987,Quality issues are too severe to recognize visual content.,True,False,13972,False,57,58,1
2794,quality issues are too severe to recognize visual content,5.875573129118987,Quality issues are too severe to recognize visual content.,True,False,13973,False,57,58,1
2794,quality issues are too severe to recognize visual content,5.875573129118987,Quality issues are too severe to recognize visual content.,True,False,13974,False,57,58,1
2821,"quality issues are too severe to recognize visual content , there ' s too much glare",2.780181716111553,"Quality issues are too severe to recognize visual content, there's too much glare and it's far too dark and blurry.",False,False,14105,False,84,115,31
2821,"quality issues are too severe to recognize visual content , there ' s too much glare",2.780181716111553,Quality issues are too severe to recognize visual content.,True,False,14106,False,84,58,-26
2821,"quality issues are too severe to recognize visual content , there ' s too much glare",2.780181716111553,Quality issues are too severe to recognize visual content.,True,False,14107,False,84,58,-26
2821,"quality issues are too severe to recognize visual content , there ' s too much glare",2.780181716111553,Quality issues are too severe to recognize visual content.,True,False,14108,False,84,58,-26
2821,"quality issues are too severe to recognize visual content , there ' s too much glare",2.780181716111553,Quality issues are too severe to recognize visual content.,True,False,14109,False,84,58,-26
2860,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,14300,False,57,58,1
2860,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,14301,True,57,58,1
2860,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,14302,False,57,58,1
2860,quality issues are too severe to recognize visual content,5.817460317460316,View of some kind of label that has text on it.,False,False,14303,True,57,47,-10
2860,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,14304,False,57,58,1
3096,quality issues are too severe to recognize visual content,4.611467590082677,Quality issues are too severe to recognize visual content.,True,True,15480,False,57,58,1
3096,quality issues are too severe to recognize visual content,4.611467590082677,"Quality issues are too severe to recognize visual content, it's far too blurry to figure out what it is.",False,False,15481,False,57,104,47
3096,quality issues are too severe to recognize visual content,4.611467590082677,Quality issues are too severe to recognize visual content.,True,False,15482,False,57,58,1
3096,quality issues are too severe to recognize visual content,4.611467590082677,A red and black piece of cloth is slightly folded.,False,False,15483,False,57,50,-7
3096,quality issues are too severe to recognize visual content,4.611467590082677,Quality issues are too severe to recognize visual content.,True,False,15484,False,57,58,1
3292,quality issues are too severe to recognize visual content,4.363095238095238,Quality issues are too severe to recognize visual content.,True,False,16460,False,57,58,1
3292,quality issues are too severe to recognize visual content,4.363095238095238,Nothing is covered in the photograph since it is dull.,False,False,16461,False,57,54,-3
3292,quality issues are too severe to recognize visual content,4.363095238095238,Quality issues are too severe to recognize visual content.,True,False,16462,False,57,58,1
3292,quality issues are too severe to recognize visual content,4.363095238095238,"Very close image of a white blanket, cannot see anything else.",False,False,16463,False,57,62,5
3292,quality issues are too severe to recognize visual content,4.363095238095238,Quality issues are too severe to recognize visual content.,True,False,16464,False,57,58,1
3352,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,16760,False,57,58,1
3352,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,16761,False,57,58,1
3352,quality issues are too severe to recognize visual content,5.817460317460316,"An image that shows absolutely nothing, there was an error in the photograph.",False,False,16762,False,57,77,20
3352,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,16763,False,57,58,1
3352,quality issues are too severe to recognize visual content,5.817460317460316,Quality issues are too severe to recognize visual content.,True,False,16764,False,57,58,1
